text,label
Well laid out. Great selection. Decent clearance section. Friendly service. Helpful staff. Clean dressing rooms.,4
"Not a good place. Potatoes taste like barbecue potato chips, way to salty. Benedict was watery. Straberry French toast was good but that's it Not sure why the place is highly reviewed.",1
I decided to try this joint out since it's just around the corner from my house today. I ordered a bacon breakfast burrito with red and green sauce as I like to mix them. My first few bites were egg and grease only. Grease dripped out of the bottom and top of my burrito. Gross. Why I continued to eat I'm not sure. I hit the bacon in another bite or 2. I'm not even sure it was bacon... I chewed and chewed and chewed. I ended up having to spit it out (Sorry if that was TMI). I opened the burrito to check out the rest of the 'bacon' only to find the worst quality of bacon fat and pools of grease. My appetite was gone. From now on I'll drive the extra few miles to Los Favoritos which is 150% better quality and better prices!,0
"I didn't find it that bad, but it certainly wasn't good. It's a shame this place doesn't live up, because it's a neat-looking little diner in a great location. Service was typical Montreal aloof, food was not worth the time. Do yourself a favor and go to Cosmos down the street, or anywhere else at all really.",1
"Waited over 35 mins from the time we ordered our drinks until they brought them to us. Granted it was busy, but that's inexcusable for the amount you pay here. The waitress was really nice and apologetic but seemed as if she was helpless to fix the situation. \n\nThe food is actually really good. If they lowered their prices by 20% their prices would be more in line with the quality.",1
Best pork burrito I've ever had. Best airport meal ever! Hope to fly through PHX again just to get one!,4
Looks suspect however had good reviews so we are checking it out... Food was subpar there is a reason why the food is cheap....,1
"Came to a humbling realization of how arbitrary reviews can be.  Freak experience, random event, whatever..c'mon, it DOES affect our reviews... and apparently for me, temperature!\n\nGot a random assortment - scone, tea cookies, peanut butter bar, brownie, apple bar + loaf of bread.  Driving home in our warm weather and letting the goods rest on the counter, everything tasted ok.  Good but no-rock-the-world great... though the apple bar frosting was resplendent in vanilla flavor (yes, big word for big frosting!).  We just sampled thru everything and packed the remains into the fridge.\n\nFrom there, a magical transformation occurred... cold temps firmed up those heavily butter laden goods... the peanut butter bar and brownie elevated from enjoyable goods to luxurious pleasures.\n\nPS.  All my heart and stars, if nothing else, goes for love of MJ's Bread!",3
"I went in the other day to get my fishing pool re-spooled with line.  I had went there before and either the spooler messed up or the line was just bad quality.  Either way, the manager made it right for me, his name was Alex.  He let me pick out better line at a discounted price.  I didn't have a receipt, he was just working off of memory or good will.",4
"What an incredible meal I just had last night at Tuck Shop! \n\nAfter a long wait to finally try this place out, I managed to snag a table for four just a couple of days before we wanted to come by. \n\nFor starters, the team at this resto is probably one of the friendliest, most hospitable I've found in Montreal! The service was perfect: approachable but professional.\n\nTaking a look at the one-page menu I spotted starter items like beef tartare (a must), market salad, fresh burrata, cured salmon with homemade tzatziki, crispy pork belly,  just to name a few. Reading over the mains: Rib Eye steak, Ricotta Gnocchi, Duck Magret, Arctic Char, Hanger Steak, all served with fresh, seasonal sides -- a very tough decision! \n\nOur group decided to start with the Beef Tartare, Cured Salmon, and Crispy Pork Belly. Boy, did we clean off the plates! The beef tartare is served with a type of celeriac slaw and matchstick fries with aioli. Incredibly delicious! The salmon was oh-so delicate, served with paper-thin crisps and veggies, and the homemade tzatziki was just right. The Pork Belly (an obvious hit at the table) was out of this world! A cube of perfectly crisped pork belly served in a creamy morel sauce -- a dish that will remain in your memory.\n\nOn to the mains. Dishes ordered around the table included a 16oz Rib Eye steak, the Duck Magret, and Arctic Char. As I couldn't decide which main to order since it all sounded incredible, I let our waitress surprise me. \n\nThe Rib Eye was a beautiful cut, cooked to perfection (medium), and served on a creamy bed of mashed potatoes with a side of grilled Quebec Asparagus. I'm not a big meat lover but this dish was perfect! I could not say anything less about the duck that my friend ordered. It was served with a sort of fresh, citrus salad which balanced out the gaminess of the duck amazingly. Also, cooked to perfection. My first time actually trying arctic char, and definitely not the last, this dish was not lacking in taste. My surprise dish was their homemade Ricotta Gnocchi served with a very hearty vegetarian \""bolognese\"" sauce consisting of carrots, mushrooms, etc. -- meat was not missed on this dish! The portion was spot on as gnocchi tends to be very filling. Fresh shaved parmesan was a great addition.\n\nOf course, a meal this flawless must include dessert -- especially if said dessert is homemade by \""la maman de Theo\""! One of our party was celebrating a birthday. The waitress brought out an incredible platter of brownies, apple pie with vanilla ice cream, and a pot of (if I remember correctly) caramel cheesecake. We enjoyed these desserts with some dessert wine and porto. \n\nHonestly, this whole meal was so perfect and I'm certain that my dinner mates would agree. I cannot encourage anyone more to dine at Tuck Shop as it really is an experience -- from the service to the atmosphere to the perfect food reflective of what is in season....Go! \n\nI must add that I am a big fan of creative cooking with ingredients that reflect local produce and seasonal ingredients. All over each of our dishes we could spot in-season asparagus and fiddleheads (or t\u00eates de violon as they are called in French) -- loved it! \n\nPlease, do yourelf and someone special a favour and go eat here if you haven't been yet. And, if you have, go again since the menu changes often! \n\n(Note: I would say that the price range is about $$ - $$$ depending on how many dishes you order & wine. For our group of four with one bottle of wine @ 44$, four starters, four mains, dessert and digestifs, the total was about 80$/person w/ tip. I would have gladly paid more than that for the meal that I had! The dishes are well-priced as is the wine list.)",4
